id,installer,longitude,latitude,num_private,basin,region_code,district_code,population,public_meeting,scheme_management,permit,construction_year,management,payment,quantity,water_quality_by_region,water_quality_by_extraction_type,water_quality_by_waterpoint_type,water_quality_by_source,water_quality_by_gps_height
54974,RWE,37.44697348,-6.30017464,0,Wami / Ruvu,5,6,1,False,VWC,True,1974,vwc,pay per bucket,insufficient,0,0,0,0,0
60210,other,35.80697812,-8.77822886,0,Rufiji,5,3,200,True,VWC,True,1997,vwc,never pay,insufficient,0,0,0,0,0
48277,other,38.94476121,-10.8583893,0,Ruvuma / Southern Coast,90,33,1,True,VWC,True,1985,vwc,unknown,dry,0,0,0,0,0
10411,other,0.0,-2e-08,0,Lake Victoria,17,1,0,False,VWC,False,0,vwc,never pay,enough,0,0,0,0,0
14673,DWE,35.8677106,-10.56530447,0,Rufiji,10,5,180,True,VWC,True,1978,vwc,never pay,dry,0,0,0,0,0
28073,DWE,34.63558848,-4.01019046,0,Internal,13,1,216,True,VWC,True,2008,vwc,never pay,enough,13,7,1,2,1088
53003,other,38.40612791,-5.619577099999999,15,Pangani,4,6,300,True,VWC,True,1989,vwc,pay per bucket,insufficient,0,0,0,0,0
32700,other,33.74293162,-9.56936922,0,Lake Nyasa,12,3,0,True,Water authority,True,0,water authority,pay monthly,enough,0,0,0,0,0
33256,DWE,37.63825068,-6.12238232,0,Wami / Ruvu,5,6,1,True,VWC,True,1980,vwc,pay monthly,insufficient,0,0,0,0,0
12093,DWE,32.27293009,-3.69684817,0,Lake Tanganyika,17,5,0,True,Parastatal,True,0,parastatal,unknown,dry,4,4,4,4,0
62807,DWE,31.74446096,-8.53494968,0,Lake Rukwa,15,2,400,True,VWC,False,2008,vwc,never pay,enough,0,0,0,0,0
2523,other,39.13603616,-6.6852803,0,Wami / Ruvu,7,1,2353,True,VWC,False,2010,vwc,pay per bucket,insufficient,0,0,0,0,0
54812,RWE,37.53277831,-6.96247516,0,Wami / Ruvu,5,6,1,True,VWC,True,1971,vwc,never pay,enough,0,0,0,0,0
15708,Community,34.43508661,-9.29943348,0,Lake Nyasa,11,4,100,True,VWC,False,1999,vwc,pay when scheme fails,enough,0,0,0,0,0
56103,other,38.8629071,-6.52452534,0,Wami / Ruvu,6,1,20,False,Company,True,0,private operator,pay per bucket,enough,0,0,0,0,0
36200,other,34.267379299999995,-4.51767098,0,Internal,13,1,455,True,VWC,True,2010,vwc,pay annually,enough,0,0,0,0,0
65676,World vision,33.78158398,-3.35331938,0,Internal,17,2,0,True,WUG,False,0,wug,other,enough,0,0,0,0,0
36125,DWE,31.16132699,-1.72399549,0,Lake Victoria,18,1,0,True,missing,True,0,other,never pay,seasonal,0,0,0,0,0
42115,other,32.14324545,-4.68163991,0,Lake Tanganyika,14,4,0,True,VWC,True,0,vwc,never pay,enough,45,6,6,3,0
21481,other,35.37140049,-4.47080188,0,Internal,21,2,162,True,VWC,True,2003,vwc,pay annually,enough,0,0,0,0,0
61023,other,38.24300041,-6.07982405,0,Wami / Ruvu,6,1,250,True,WUA,True,2008,wua,pay per bucket,enough,0,0,0,0,0
14260,Government,33.48962401,-3.23894739,0,Lake Victoria,17,2,0,True,WUG,False,0,wug,never pay,enough,0,0,0,0,0
62406,DWE,37.38921745,-3.26506006,0,Pangani,3,4,485,True,VWC,True,1978,vwc,never pay,insufficient,0,0,0,0,0
25831,DWE,35.75413941,-8.320894599999999,0,Rufiji,11,2,0,True,VWC,True,0,vwc,pay annually,enough,0,0,0,0,0
35285,TWESA,30.61832402,-3.90155773,0,Lake Tanganyika,16,1,180,True,VWC,False,2007,vwc,pay when scheme fails,insufficient,0,0,0,0,0
50058,other,33.73593541,-3.12742102,0,Lake Victoria,17,2,0,True,Other,False,0,other,never pay,insufficient,0,0,0,0,0
5441,Government,35.0595328,-11.53706812,3,Lake Nyasa,10,3,1,True,VWC,True,2006,vwc,pay monthly,enough,0,0,0,0,0
19176,DWE,0.0,-2e-08,0,Lake Victoria,17,1,0,True,WUG,False,0,wug,never pay,enough,0,0,0,0,0
38898,TASAF,37.22862958,-10.95932278,0,Ruvuma / Southern Coast,10,1,1,False,Parastatal,False,2009,parastatal,pay when scheme fails,enough,0,0,0,0,0
66153,other,37.46721181,-6.30609592,0,Wami / Ruvu,5,6,1,True,VWC,True,2006,vwc,never pay,dry,8,4,4,2,734
67522,other,0.0,-2e-08,0,Lake Victoria,17,1,0,True,WUG,False,0,wug,never pay,insufficient,0,0,0,0,0
59119,DANIDA,37.23385903,-10.95806565,0,Ruvuma / Southern Coast,10,1,1,True,VWC,False,1992,vwc,pay when scheme fails,enough,0,0,0,0,0
42740,other,30.64325491,-2.51132788,0,Lake Victoria,18,30,0,True,Water authority,False,0,water authority,pay per bucket,insufficient,0,0,0,0,0
18297,Community,30.49100309,-3.67207532,0,Lake Tanganyika,16,1,120,True,VWC,False,2010,vwc,unknown,insufficient,0,0,0,0,0
67901,other,34.27216444,-1.66661242,0,Lake Victoria,20,2,70,missing,Other,True,2010,other,unknown,enough,0,0,0,0,0
32814,Government,33.70439403,-3.19184972,0,Lake Victoria,17,2,0,True,VWC,False,0,vwc,other,enough,0,0,0,0,0
14871,DWE,36.70097223,-3.14657351,0,Internal,2,2,150,True,VWC,True,1997,vwc,never pay,insufficient,0,0,0,0,0
2612,other,39.76150702,-10.36869166,0,Ruvuma / Southern Coast,99,1,500,True,missing,True,1985,vwc,unknown,enough,17,2,2,1,49
9155,other,33.56640737,-9.07486437,0,Lake Nyasa,12,4,0,True,VWC,missing,0,vwc,never pay,enough,0,0,0,0,0
14909,DWE,35.35717671,-9.88526746,0,Lake Nyasa,10,2,0,True,VWC,True,2012,vwc,pay annually,enough,0,0,0,0,0
67499,DWE,32.72654691,-4.51194651,0,Lake Tanganyika,14,1,0,False,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
29719,other,34.90038636,-4.26989321,0,Internal,13,1,215,True,VWC,True,1998,vwc,never pay,enough,0,0,0,0,0
67399,DWE,37.41700353,-3.34334714,0,Pangani,3,4,40,True,VWC,True,1974,vwc,unknown,enough,0,0,0,0,0
24178,DWE,36.63103313,-3.31776781,0,Pangani,2,2,150,True,VWC,True,2002,vwc,never pay,insufficient,0,0,0,0,0
71518,other,36.88175366,-3.60260706,0,Pangani,21,4,200,True,missing,True,2002,wug,unknown,enough,18,4,1,2,928
1722,Central government,33.96779004,-9.48790082,0,Lake Nyasa,12,3,0,True,VWC,True,0,vwc,pay monthly,enough,0,0,0,0,0
34858,other,38.38700583,-6.33496976,0,Wami / Ruvu,6,1,100,True,WUA,True,2003,wua,pay per bucket,enough,0,0,0,0,0
36712,DWE,34.94300128,-8.9998845,0,Rufiji,11,4,1,True,VWC,False,2008,vwc,pay monthly,enough,0,0,0,0,0
4522,District Council,37.5881185,-3.15243375,0,Pangani,3,1,1,True,Company,True,1974,company,never pay,enough,0,0,0,0,0
9304,other,38.30935364,-6.51861511,0,Wami / Ruvu,6,1,16,False,WUA,True,2004,private operator,pay per bucket,enough,0,0,0,0,0
14303,Community,36.92267517,-3.37517984,0,Pangani,2,7,130,True,VWC,False,1994,wug,unknown,insufficient,0,0,0,0,0
43659,DWE,37.86000976,-7.11634516,0,Wami / Ruvu,5,2,90,True,VWC,True,1995,vwc,never pay,dry,4,4,1,1,179
61590,other,36.779888899999996,-3.35482544,0,Pangani,2,7,129,True,VWC,True,1973,vwc,unknown,enough,0,0,0,0,0
46542,other,35.52616641,-4.29371111,0,Internal,21,2,210,True,VWC,True,2003,vwc,pay per bucket,enough,0,0,0,0,0
42095,DWE,34.77692293,-8.94903736,0,Rufiji,11,4,65,True,VWC,False,2008,vwc,pay annually,enough,0,0,0,0,0
16946,other,38.36251544,-4.754680400000002,6,Pangani,4,1,1,True,VWC,True,2000,vwc,never pay,enough,0,0,0,0,0
23432,other,34.55247448,-9.33650813,0,Lake Nyasa,11,4,70,True,VWC,False,2000,vwc,never pay,enough,0,0,0,0,0
69143,other,39.05930844,-10.35585909,0,Ruvuma / Southern Coast,80,53,590,True,VWC,True,1980,vwc,never pay,insufficient,19,2,2,1,272
50111,DWE,35.94033387,-6.13165716,0,Wami / Ruvu,1,5,0,True,VWC,False,0,vwc,pay per bucket,dry,0,0,0,0,0
64387,DWE,35.51614196,-10.735972300000002,0,Ruvuma / Southern Coast,10,2,0,True,VWC,True,2008,vwc,pay when scheme fails,dry,0,0,0,0,0
37273,DWE,37.36612079,-3.25908392,0,Pangani,3,4,45,True,VWC,True,2000,vwc,never pay,enough,0,0,0,0,0
58076,DWE,0.0,-2e-08,0,Lake Victoria,17,1,0,True,WUG,False,0,wug,never pay,insufficient,0,0,0,0,0
2114,RWE,37.42762879,-5.93082396,0,Wami / Ruvu,5,6,1,True,VWC,True,1970,vwc,never pay,insufficient,0,0,0,0,0
47263,CES,37.22261415,-3.22508092,0,Pangani,3,5,60,True,Water Board,True,2008,water board,pay per bucket,enough,0,0,0,0,0
58472,other,38.35203928,-6.63519198,0,Wami / Ruvu,6,1,30,False,WUA,True,2006,private operator,pay per bucket,enough,0,0,0,0,0
23268,other,34.57406269,-9.3072128,0,Rufiji,11,4,15,True,VWC,True,2006,vwc,pay when scheme fails,enough,0,0,0,0,0
48346,other,35.40603646,-8.11548894,0,Rufiji,11,1,430,True,VWC,True,2004,vwc,pay annually,enough,0,0,0,0,0
27308,HESAWA,31.53684778,-1.49298487,0,Lake Victoria,18,2,0,True,VWC,True,0,vwc,pay monthly,enough,0,0,0,0,0
56162,other,34.69954821,-4.74485396,0,Internal,13,4,58,True,WUG,True,2004,wug,pay per bucket,enough,0,0,0,0,0
41009,DWE,38.41854628,-5.60263189,24,Pangani,4,6,200,True,VWC,False,2009,vwc,pay per bucket,enough,0,0,0,0,0
50600,DWE,31.36029939,-6.45133678,0,Lake Rukwa,15,1,231,True,VWC,True,1991,vwc,pay annually,enough,0,0,0,0,0
32223,other,36.46908359,-6.75952048,0,Wami / Ruvu,1,1,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
15939,other,35.82647009,-3.30790178,0,Internal,24,30,550,True,VWC,True,2009,vwc,pay per bucket,seasonal,0,0,0,0,0
66273,DWE,33.5519873,-3.31371448,0,Internal,17,8,0,True,WUG,False,0,wug,unknown,enough,0,0,0,0,0
68436,District Council,37.64756406,-3.08926164,0,Pangani,3,1,1,True,Company,True,1980,company,pay monthly,insufficient,0,0,0,0,0
20562,other,38.4132907,-11.02403827,0,Ruvuma / Southern Coast,90,63,140,True,VWC,True,1978,vwc,pay per bucket,enough,17,1,1,1,371
41850,other,34.71755538,-4.88614552,0,Internal,13,4,86,True,WUG,True,2003,wug,pay per bucket,seasonal,0,0,0,0,0
22713,other,34.36069129,-8.7036898,0,Rufiji,12,7,0,False,Water Board,True,0,water board,never pay,seasonal,0,0,0,0,0
2692,Government,37.90038958,-4.38747124,0,Pangani,3,3,120,True,Water authority,True,1976,vwc,pay monthly,insufficient,0,0,0,0,0
62964,DWE,34.5731889,-9.00820331,0,Rufiji,11,4,53,True,WUA,True,1984,wua,pay monthly,insufficient,0,0,0,0,0
4221,KKKT,32.70563431,-8.90383266,0,Lake Rukwa,12,6,0,False,VWC,False,0,vwc,never pay,seasonal,0,0,0,0,0
52532,other,37.58245207,-6.16564365,0,Wami / Ruvu,5,6,120,True,VWC,False,2007,vwc,never pay,enough,0,0,0,0,0
41794,RWE,37.29529417,-3.2369377,0,Pangani,3,4,1,False,VWC,True,1976,vwc,never pay,enough,0,0,0,0,0
9494,DWE,31.67838451,-8.4707466,0,Lake Tanganyika,15,2,350,True,VWC,True,1989,vwc,never pay,enough,0,0,0,0,0
3645,Commu,33.99163074,-9.27803745,0,Lake Nyasa,11,3,0,True,WUA,False,1988,wua,pay monthly,enough,0,0,0,0,0
16096,other,31.54565961,-1.84285229,0,Lake Victoria,18,3,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
21055,other,33.56166952,-9.08125265,0,Lake Nyasa,12,4,0,True,VWC,missing,0,vwc,never pay,enough,0,0,0,0,0
3563,other,34.78874316,-4.84374878,0,Internal,13,4,50,True,VWC,True,2003,vwc,pay per bucket,dry,0,0,0,0,0
29741,other,36.86154976,-3.21625812,0,Pangani,2,7,130,True,WUA,False,2007,wua,unknown,enough,0,0,0,0,0
9081,other,34.79819805,-4.5612819,0,Internal,13,2,800,True,Company,missing,2000,company,pay monthly,insufficient,0,0,0,0,0
32328,DWE,31.338269699999998,-2.80455257,0,Lake Tanganyika,18,4,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
13652,WEDECO,34.10428131,-3.42635821,0,Internal,17,6,0,True,WUG,True,0,wug,never pay,enough,5,10,5,5,0
21014,other,38.30673479,-6.56434607,0,Wami / Ruvu,6,1,50,True,WUA,True,2003,wua,pay per bucket,enough,0,0,0,0,0
19950,other,37.31361218,-11.11492742,0,Ruvuma / Southern Coast,10,1,1,True,VWC,False,2000,vwc,pay monthly,insufficient,0,0,0,0,0
11302,DWE,36.65864538,-3.35397227,0,Pangani,2,2,200,True,VWC,True,2009,vwc,never pay,insufficient,0,0,0,0,0
62157,other,33.78403868,-9.1494621,0,Lake Nyasa,12,4,0,True,VWC,missing,0,vwc,never pay,enough,0,0,0,0,0
25738,other,32.20327878,-2.34681629,0,Lake Victoria,19,5,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
65986,DWE,36.05863543,-10.96926532,0,Ruvuma / Southern Coast,10,5,200,True,WUG,False,2008,wug,pay monthly,insufficient,0,0,0,0,0
54718,other,33.31397109,-9.00915087,0,Lake Rukwa,12,2,0,True,VWC,True,0,wug,pay when scheme fails,enough,0,0,0,0,0
42702,DWE,34.89030733,-8.95174646,0,Rufiji,11,4,250,True,Water Board,False,2009,water board,pay annually,enough,0,0,0,0,0
55774,LGA,38.95224922,-10.56663589,0,Ruvuma / Southern Coast,90,33,1,True,VWC,False,1983,vwc,never pay,dry,0,0,0,0,0
57524,DWE,37.79370568,-7.25022837,0,Wami / Ruvu,5,2,150,True,VWC,True,1997,vwc,pay when scheme fails,unknown,8,8,2,2,692
7625,other,35.57829506,-2.24620939,0,Internal,2,5,179,True,Parastatal,False,2011,parastatal,never pay,seasonal,0,0,0,0,0
32251,CES,37.18614879,-3.23763297,0,Pangani,3,5,160,True,Water Board,True,1999,water board,pay per bucket,enough,0,0,0,0,0
11745,DWE,38.78831122,-5.10574088,0,Pangani,4,3,200,True,VWC,False,1999,vwc,never pay,seasonal,0,0,0,0,0
38764,District Council,37.66144363,-3.68700304,0,Pangani,3,2,32,True,WUA,False,2007,wua,pay monthly,insufficient,0,0,0,0,0
61963,HESAWA,33.04497153,-2.95380954,0,Lake Victoria,19,7,0,True,VWC,True,0,vwc,pay annually,seasonal,0,0,0,0,0
48564,DWE,39.10047359,-8.12464712,0,Rufiji,60,53,1,True,VWC,True,1995,vwc,pay per bucket,enough,0,0,0,0,0
21875,other,33.66202785,-9.33734761,0,Lake Nyasa,12,4,0,True,VWC,missing,0,vwc,never pay,enough,0,0,0,0,0
11611,RWE,30.94220481,-1.0299114,0,Lake Victoria,18,7,0,True,Other,True,0,vwc,never pay,insufficient,0,0,0,0,0
932,other,38.77777814,-7.37280191,0,Rufiji,60,33,800,True,VWC,False,2008,vwc,pay per bucket,enough,10,7,1,2,158
46591,Government,35.8303359,-7.71828364,0,Rufiji,11,7,60,True,VWC,True,1984,vwc,pay annually,enough,0,0,0,0,0
8178,DWE,38.36968643,-4.8787671999999995,0,Pangani,4,1,1,True,VWC,True,2003,vwc,pay monthly,enough,0,0,0,0,0
9805,other,31.52057905,-8.29454085,0,Lake Tanganyika,15,2,300,True,VWC,True,1972,vwc,never pay,dry,0,0,0,0,0
38521,DWE,36.47723322,-4.17031218,0,Internal,21,4,200,missing,missing,True,2000,vwc,never pay,enough,18,3,0,2,1517
55518,Hesawa,33.94323275,-1.44000397,0,Lake Victoria,20,6,250,True,VWC,False,1983,vwc,never pay,enough,0,0,0,0,0
25593,other,35.18472168,-7.78167373,0,Rufiji,11,1,1,True,VWC,True,2001,vwc,pay annually,dry,0,0,0,0,0
48086,DWE,34.14204574,-2.91033661,0,Lake Victoria,17,1,500,True,WUG,False,2006,wug,other,insufficient,0,0,0,0,0
16429,Commu,35.67831764,-6.03029921,0,Wami / Ruvu,1,5,0,True,VWC,False,0,vwc,pay per bucket,insufficient,0,0,0,0,0
13358,other,38.40969267,-5.48607962,0,Pangani,4,6,250,True,VWC,True,2001,vwc,pay per bucket,insufficient,0,0,0,0,0
109,DWE,33.70164701,-4.77534553,0,Internal,14,2,0,True,Water authority,False,0,vwc,unknown,enough,45,3,3,3,0
73300,other,35.64153275,-10.67543505,0,Ruvuma / Southern Coast,10,4,1,False,Other,True,1987,other,pay per bucket,enough,0,0,0,0,0
52505,Commu,34.25001853,-9.36520356,0,Lake Nyasa,11,3,0,True,VWC,False,1984,vwc,never pay,enough,0,0,0,0,0
54114,HESAWA,33.19648978,-2.84346218,0,Lake Victoria,19,7,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
46174,other,30.28164403,-4.47667119,0,Lake Tanganyika,16,2,500,True,Water authority,True,1996,water board,pay annually,enough,0,0,0,0,0
43029,other,31.0689907,-6.32715467,0,Lake Rukwa,15,1,750,True,Water authority,True,2006,water authority,pay per bucket,enough,0,0,0,0,0
21252,other,39.19675731,-6.89746029,0,Wami / Ruvu,7,2,1,missing,Private operator,False,2000,private operator,pay per bucket,insufficient,0,0,0,0,0
29846,other,39.60319065,-10.02610176,0,Ruvuma / Southern Coast,80,62,100,True,missing,True,2008,vwc,unknown,enough,19,6,1,2,-9
44930,Community,36.91348142,-3.37171359,0,Pangani,2,7,210,True,VWC,False,1994,vwc,unknown,insufficient,0,0,0,0,0
28241,Central government,33.91536931,-9.60824481,0,Lake Nyasa,12,3,0,True,VWC,True,0,vwc,never pay,dry,0,0,0,0,0
67836,other,37.10443897,-3.18763618,0,Pangani,3,7,1,True,Water Board,True,2002,water board,pay monthly,enough,0,0,0,0,0
10694,DWE,36.62808634,-3.23716575,0,Pangani,2,2,150,True,VWC,True,1990,vwc,pay when scheme fails,insufficient,0,0,0,0,0
52898,other,36.18452958,-2.87526972,0,Internal,2,6,300,True,VWC,True,2006,vwc,pay when scheme fails,insufficient,0,0,0,0,0
59735,WEDECO,34.16111096,-3.16740901,0,Internal,17,6,0,True,WUG,True,0,wug,pay per bucket,enough,0,0,0,0,0
17424,DWE,32.21076256,-3.95926603,0,Lake Tanganyika,17,3,0,True,missing,True,0,wug,unknown,enough,0,0,0,0,0
30491,Hesawa,33.23458135,-2.80660287,0,Lake Victoria,19,4,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
17944,DWE,33.72911095,-2.72252798,0,Lake Victoria,19,2,0,True,missing,True,0,vwc,never pay,insufficient,7,1,1,1,0
63466,other,35.44163931,-1.85602394,0,Lake Victoria,2,5,225,True,Parastatal,False,2011,parastatal,never pay,seasonal,0,0,0,0,0
52134,other,32.47898635,-6.73770661,0,Lake Tanganyika,15,1,150,True,VWC,True,1988,vwc,pay annually,insufficient,0,0,0,0,0
42116,DWE,36.80450088,-3.50028742,0,Pangani,2,2,300,True,VWC,True,1978,vwc,unknown,insufficient,0,0,0,0,0
46203,other,34.89566569,-4.68022811,0,Internal,13,2,150,True,VWC,missing,2000,vwc,pay per bucket,insufficient,0,0,0,0,0
57149,Government,36.20486919,-6.92107334,0,Rufiji,1,1,0,True,VWC,True,0,vwc,never pay,insufficient,0,0,0,0,0
54803,CES,37.20853666,-3.20949248,0,Pangani,3,5,35,True,Water Board,True,1995,water board,other,enough,0,0,0,0,0
27750,other,37.62931678,-3.28606341,0,Pangani,3,1,1,True,Company,True,2004,company,pay monthly,insufficient,0,0,0,0,0
39173,Government,36.53547800000001,-6.37527536,0,Wami / Ruvu,1,1,0,True,VWC,True,0,vwc,pay per bucket,enough,0,0,0,0,0
25726,other,35.4440882,-4.34118883,0,Internal,21,1,235,True,WUA,True,2008,wua,pay per bucket,enough,0,0,0,0,0
26362,other,38.45108675,-11.20855385,0,Ruvuma / Southern Coast,90,63,55,True,VWC,True,1978,vwc,never pay,seasonal,0,0,0,0,0
41144,other,30.86388077,-3.39815613,0,Lake Tanganyika,16,1,250,True,Trust,False,1970,trust,unknown,insufficient,0,0,0,0,0
55482,DANIDA,36.04065765,-10.6907078,0,Ruvuma / Southern Coast,10,5,230,True,VWC,True,1982,vwc,pay monthly,seasonal,0,0,0,0,0
7687,CES,37.25179509,-3.21758223,0,Pangani,3,5,15,True,Water Board,True,2006,water board,pay per bucket,enough,0,0,0,0,0
26962,other,32.42233573,-3.80525256,0,Lake Tanganyika,17,3,0,missing,missing,False,0,unknown,unknown,unknown,2,4,4,2,0
69954,TWESA,30.74409099,-3.36617301,0,Lake Tanganyika,16,1,500,True,VWC,False,2007,vwc,unknown,enough,0,0,0,0,0
16474,Government,33.60615217,-4.26538827,0,Internal,14,2,0,True,Private operator,False,0,private operator,never pay,enough,0,0,0,0,0
73403,DANIDA,33.30881164,-8.9847232,0,Lake Rukwa,12,2,0,True,VWC,True,0,wug,pay when scheme fails,enough,0,0,0,0,0
66454,Government,35.061021000000004,-11.53952862,3,Lake Nyasa,10,3,450,True,VWC,True,2006,vwc,pay monthly,enough,0,0,0,0,0
50109,other,33.94097786,-1.66916994,0,Lake Victoria,20,3,350,True,VWC,True,2011,vwc,pay monthly,enough,0,0,0,0,0
65244,other,34.98292418,-10.97502016,0,Ruvuma / Southern Coast,10,3,86,missing,WUG,True,2002,wug,never pay,enough,0,0,0,0,0
62937,other,33.80889259,-1.88359795,0,Lake Victoria,20,4,300,True,WUG,True,2007,wug,unknown,enough,0,0,0,0,0
10741,other,39.36608491,-10.29381672,0,Ruvuma / Southern Coast,80,23,241,False,VWC,False,2011,vwc,pay per bucket,insufficient,0,0,0,0,0
2813,DWE,31.66271317,-8.52973671,0,Lake Tanganyika,15,2,350,True,VWC,True,1990,vwc,never pay,enough,0,0,0,0,0
53359,DWE,38.30997028,-4.4245444,0,Pangani,4,1,1,True,VWC,True,1973,vwc,pay monthly,enough,0,0,0,0,0
24314,TASAF,37.05013895,-10.65701633,0,Ruvuma / Southern Coast,10,1,1,True,VWC,False,2003,vwc,pay monthly,enough,0,0,0,0,0
3168,other,37.74836444,-4.06179125,0,Pangani,3,3,420,True,Water authority,missing,2011,private operator,pay per bucket,enough,3,3,0,2,898
33925,other,33.24548557,-8.95047491,0,Lake Rukwa,12,2,0,True,VWC,True,0,wug,pay monthly,insufficient,2,3,0,2,0
22972,TCRS,34.45837775,-4.60893122,0,Internal,13,1,219,True,VWC,True,1993,vwc,pay annually,enough,0,0,0,0,0
11236,Hesawa,33.347042800000004,-2.81776927,0,Lake Victoria,19,4,0,True,VWC,True,0,vwc,never pay,insufficient,0,0,0,0,0
17880,DWE,0.0,-2e-08,0,Lake Victoria,17,1,0,True,WUG,False,0,wug,never pay,insufficient,5,5,5,5,0
44098,RWE,36.80953312,-3.3945212999999996,0,Pangani,2,7,150,True,VWC,True,1974,vwc,unknown,insufficient,0,0,0,0,0
5053,other,38.91911693,-10.26059296,0,Ruvuma / Southern Coast,80,53,410,True,VWC,False,1978,vwc,never pay,enough,0,0,0,0,0
68467,other,36.89542927,-3.37865974,0,Pangani,2,7,150,True,VWC,True,1995,vwc,unknown,insufficient,0,0,0,0,0
25747,DWE,0.0,-2e-08,0,Lake Victoria,17,1,0,True,WUG,False,0,wug,never pay,enough,0,0,0,0,0
49178,other,35.79656373,-5.81263063,0,Wami / Ruvu,1,6,0,True,VWC,True,0,vwc,pay per bucket,enough,0,0,0,0,0
3079,DWE,34.98872479999999,-8.88066186,0,Rufiji,11,4,50,True,Water Board,False,2008,water board,pay when scheme fails,enough,0,0,0,0,0
55826,other,34.59468034,-8.78708158,0,Rufiji,11,4,56,True,WUA,True,2009,wua,pay when scheme fails,enough,0,0,0,0,0
33413,DWE,30.19110743,-4.39620078,0,Lake Tanganyika,16,2,250,True,Water authority,False,2008,vwc,pay when scheme fails,enough,0,0,0,0,0
8289,DWE,35.24451106,-10.67234568,0,Ruvuma / Southern Coast,10,2,500,True,VWC,True,1988,vwc,never pay,dry,0,0,0,0,0
39272,DWE,34.67987321,-10.45209253,0,Lake Nyasa,11,5,30,True,VWC,False,1984,vwc,never pay,enough,0,0,0,0,0
69842,DANID,35.50728821,-7.7090515,0,Rufiji,11,1,1,True,VWC,True,1986,vwc,pay monthly,enough,0,0,0,0,0
25288,other,29.67898005,-4.71155471,0,Lake Tanganyika,16,3,53,True,WUG,True,2006,vwc,pay monthly,enough,0,0,0,0,0
67395,DWE,35.36269303,-10.73919462,0,Ruvuma / Southern Coast,10,2,0,True,VWC,True,2008,vwc,pay monthly,dry,0,0,0,0,0
37017,DWE,30.97568737,-1.66028794,0,Lake Victoria,18,1,0,True,VWC,True,0,vwc,never pay,dry,0,0,0,0,0
10732,other,38.81040903,-10.486912400000001,0,Ruvuma / Southern Coast,8,3,245,True,VWC,False,1979,vwc,never pay,dry,38,4,6,4,668
39495,other,34.71527644,-9.25271723,0,Rufiji,11,4,65,True,VWC,True,2008,vwc,pay monthly,enough,0,0,0,0,0
47443,LGA,38.97973654,-10.88822583,0,Ruvuma / Southern Coast,90,33,1,True,VWC,False,1983,vwc,unknown,dry,17,6,1,2,277
40385,World vision,33.50759993,-3.14762633,0,Lake Victoria,17,2,0,True,WUG,False,0,wug,never pay,seasonal,0,0,0,0,0
59647,other,33.11282942,-4.686666799999999,0,Lake Tanganyika,14,1,0,True,VWC,True,0,wug,never pay,enough,0,0,0,0,0
36298,DWE,31.15019249,-7.63368738,0,Lake Rukwa,15,3,1,True,VWC,False,1993,vwc,pay annually,enough,32,4,4,4,3238
13438,other,33.83546764,-3.60987264,0,Internal,17,8,0,False,Parastatal,False,0,parastatal,unknown,seasonal,0,0,0,0,0
29894,CES,37.15607911,-3.21745137,0,Pangani,3,5,90,True,Water Board,True,1999,water board,pay per bucket,enough,0,0,0,0,0
43386,LGA,39.22026242,-10.36970495,0,Ruvuma / Southern Coast,90,33,1,True,VWC,True,1977,vwc,never pay,dry,0,0,0,0,0
36985,other,34.49999577,-1.52566783,0,Lake Victoria,20,2,680,missing,WUG,missing,1998,wug,unknown,unknown,14,7,1,1,1189
4889,WEDECO,34.35143488,-3.75806508,0,Internal,17,6,0,True,Parastatal,True,0,parastatal,never pay,dry,0,0,0,0,0
25522,other,34.73609099,-8.90875486,0,Rufiji,11,4,65,True,VWC,True,2010,vwc,pay annually,enough,0,0,0,0,0
32148,KKKT,32.87242264,-8.98626751,0,Lake Rukwa,12,6,0,True,VWC,False,0,vwc,pay when scheme fails,insufficient,0,0,0,0,0
18572,TCRS,30.84029522,-3.42195164,0,Lake Tanganyika,16,1,120,True,VWC,False,2009,vwc,unknown,insufficient,0,0,0,0,0
22682,DWE,0.0,-2e-08,0,Lake Victoria,19,2,0,True,VWC,True,0,vwc,never pay,insufficient,0,0,0,0,0
68756,Community,0.0,-2e-08,0,Lake Victoria,19,6,0,True,VWC,True,0,vwc,never pay,insufficient,0,0,0,0,0
41034,DWE,35.2725042,-8.19550192,0,Rufiji,11,2,0,True,VWC,True,0,vwc,pay annually,enough,0,0,0,0,0
18481,LGA,39.25846804,-10.99923309,0,Ruvuma / Southern Coast,90,33,65,True,VWC,True,2013,private operator,pay per bucket,enough,0,0,0,0,0
25394,Government,33.87641267,-4.27949135,0,Internal,14,2,0,False,Water authority,False,0,private operator,pay per bucket,insufficient,0,0,0,0,0
35015,Government,34.67385003,-10.71197269,0,Lake Nyasa,10,3,1,missing,missing,True,2013,unknown,unknown,dry,18,0,6,0,1220
